page_name,page_created,total_interactions,likes,comments,shares,message
YES Prep Public Schools,2008-11-11T20:47:12Z,1,0,1,0,A cool article about how Texas educators are using technology in their classrooms to diversify their instruction.
State of Delaware - Government,2009-02-27T02:46:45Z,0,0,0,0,Walkaway RafÆel Perez
Bryan ISD,2009-06-18T16:28:31Z,0,0,0,0,"Check out Episode 29 of Bryan Living & Learning, now online!"
"Kansas City, Kansas Public Schools",2009-05-28T20:55:02Z,0,0,0,0,"District recognizes employees of the month: Robert Anderson, custodian at Argentine Middle School, and Sarah Louis and Amanda Stolba, third grade teachers at Whittier Elementary School. Congratulations to these wonderful employees!"
Facebook,2007-11-07T22:51:32Z,4616,3887,724,2,Status tagging is now live. Hear more about how to use it from our own Randi Zuckerberg in this CNN clip: http://bit.ly/VK2I1:=:http://www.cnn.com/videos/
Albuquerque Public Schools,2009-08-26T18:49:10Z,2,0,2,0,"Superintendent Winston Brooks is encouraging all APS employees to dig deep as the United Way campaign begins this week. Superintendent Brooks wrote in his weekly message: I wonder whether we could give up two big cups of coffee per pay period. At your corner coffee shop, that would cost about $5, and over the course of the year, would add up to more than $100. If our 14,000 employees averaged a $100 gift to the United Way, the district would realize more than $1 million. To read more of the Superintendent's message, go to: http://www.apsleadership.com/"
Palisades Charter High School,2009-08-05T17:35:12Z,8,7,1,0,"Congratulations to the Making Waves staff, who were awarded the Gold Medal by the Columbia Scholastic Press Association for last year's publication."
New York City Department of Education,2009-04-02T18:23:36Z,7,3,4,0,"Have a question about H1N1? Visit our resource page for more info, including daily attendance rates. http://bit.ly/DOEH1N1"
Ridgefield School District,2009-08-18T18:02:58Z,0,0,0,0,Next week's board meeting will review a number of policies. Review the policies here: http://tinyurl.com/l7tmcs.:=:http://www.ridge.k12.wa.us/ridge/site/default.asp Attend and give insights on 9/22 @ 6:30pm in RHS Library.
Corpus Christi Independent School District,2009-07-17T16:29:42Z,2,2,0,0,Regular Meeting of the CCISD Board of Trustees going on right now in the Board Room of the CCISD Admin Building.
BakerRipley,2009-01-21T21:41:21Z,3,3,0,0,Tax time is coming! Learn how the stimulus bill will fatten your refund--Come to our Lunch & Learn http://taxinfo.eventbrite.com:=:http://www.eventbrite.com/e/lunch-learn-with-neighborhood-tax-centers-tickets-414378417 - 1 more day to register for the free September 18th event. Share with those that need the help!
PA Cyber Charter School,2009-06-23T16:43:03Z,0,0,0,0,"Calling all scientists! Grab your beakers, start experimenting and be a part of the Homeschool Science Fair in Latrobe on October 22. Find out all the details on our website, www.pacyber.org/news:=:http://www.pacyber.org/news/"
University of Arkansas Community College at Morrilton,2008-06-24T13:01:33Z,0,0,0,0,"Wanna race for a cure? Race for the Cure organizational meeting, tomorrow, X-period (noon), Room 106, Business Technology Center"
Kane County Regional Office of Education,2009-07-15T21:34:16Z,0,0,0,0,Kane ROE releases Annual Report. Read about the various programs the ROE provides to its schools and communities.
Florida A&M University,2008-05-07T13:18:18Z,10,10,0,0,NA
"School District of Janesville, WI",2009-01-28T16:28:11Z,0,0,0,0,"Are You the Parent of an Invisible Child? On the last day of 5th grade, the teacher cheerfully bid Samantha good-bye saying, “You were a pleasure to have in my classroom!” The surprised child confided to her mom later that day, “Mom, I thought she hated me all year!”"
Wauwatosa School District,2009-07-15T17:59:25Z,0,0,0,0,"The School Board will hold a meeting tonight at 7 p.m. Remember, all meetings are now held at the district's administrative building in the lower level. You can find meeting agendas online."
Connections Academy,2008-11-26T00:41:14Z,7,4,3,0,"Students and Learning Coaches have done an outstanding job in our Connections Academy ""Virtual School's Click With Me"" Video Contest! Please take a moment to check 'em out and vote! Voting ends tonight at midnight!"
Wauwatosa School District,2009-07-15T17:59:25Z,0,0,0,0,"Whitman Middle School student Celia Ellsworth has been recognized as a third place winner in the 2009 Wisconsin Association of School Boards Write and Illustrate Your Own Picture Book contest. Congratulations, Celia! Check out the media release in the district's online press room."
Alliance College-Ready Public Schools,2009-07-06T23:16:03Z,0,0,0,0,"Alliance operates a record 16 schools this year, adding 5 new schools that opened on August 31."
University of Arkansas Community College at Morrilton,2008-06-24T13:01:33Z,0,0,0,0,"Constitution Day is this Thursday! Watch out for facts, quizzes, and more about the U.S. Constitution coming your way!"
Adlai E. Stevenson High School,2009-06-15T20:22:00Z,0,0,0,0,NA
Elvira Elementary School,2009-09-04T20:42:06Z,2,2,0,0,Elvira's City League Volleyball Team
Elvira Elementary School,2009-09-04T20:42:06Z,3,1,2,0,Your involvement matters! Research shows that children benefit when parents are actively involved in their education and their lives. You can: • Talk to your child about school. • Keep a learning-friendly home. • Encourage reading for pleasure. • Be aware of what he does with friends. • Keep in touch with your child’s teacher. • Attend your child’s games or events.
Sidney / Richland County Library,2009-08-20T17:10:16Z,2,0,2,0,NA
Salem-Keizer Public Schools,2009-03-23T15:25:28Z,0,0,0,0,We have some awesome volunteers in this district: http://www.salemkeizer.org/content/thank-you-day-caring-volunteers:=:https://salkeiz.k12.or.us/content/thank-you-day-caring-volunteers
Albuquerque Public Schools,2009-08-26T18:49:10Z,0,0,0,0,"Nominations are now being accepted for the APS Selfless Seniors honor, awarded to APS high school students in recognition of their commitment to promoting positive changes in the lives of others. For an application, got to http://www.apseducationfoundation.org/users/foundation/Data/Blurbs/upcoming/selflessseniorsflier_layout1.pdf?20090914080314.:=:http://www.aps.edu/education-foundation/users/foundation/Data/Blurbs/upcoming/selflessseniorsflier_layout1.pdf"
Chapel Hill-Carrboro City Schools,2009-07-27T14:48:50Z,3,3,0,0,"Smith Middle School received a $3,000 grant from CVS to support a Peer Buddy Society--a group aimed at uniting students with and without disabilities."
Intermediate District 287,2009-09-14T14:52:55Z,0,0,0,0,"welcomes students, parents, and staff back for the 2009/10 school year!"
YES Prep Public Schools,2008-11-11T20:47:12Z,14,8,6,0,"YES Prep Receives TEA Grant to Help Fund Teacher Bonuses - For the second year in a row, YES Prep has received the District Awards for Teacher Excellence (DATE) grant from the Texas Education Agency! At YES Prep, we reward the hard work and dedication of every teacher!"
University of Arkansas Community College at Morrilton,2008-06-24T13:01:33Z,0,0,0,0,Class cancellations here: http://thecampuslink.blogspot.com/2009/09/monday-september-14-class-cancellations.html
K12,2007-12-06T04:08:40Z,8,7,1,0,Interesting interview with a man who takes the SATs for a living... http://www.washingtonpost.com/wp-dyn/content/article/2009/09/13/AR2009091302546.html
Clearwater Schools USD # 264,2009-04-22T15:54:39Z,1,0,1,0,Today we Have a HS FR/JV Volleyball game at Andover @ 5/6:30pm. Tomorrow MS has a CC meet at Lake Afton and the HS Volleyball team will be at Andale's Tournament starting @ 5pm. Good luck Indians!
Bethel Hill Charter School,2009-07-31T15:37:33Z,0,0,0,0,"would like to remind you that Wed. is an early release day. School will be dismissed at 12:30. The bookfair will be open until Wed. at 3:30. This weeks Relay for Life basket raffle is a ""Pamper Yourself Basket"". This basket includes Bath and Body Works products, facial cleaning products, a manicure and pedicure from the Hair Company, $20 Starbucks card, $20 visa card, candy and more. Tickets $1 in the office."
PA Cyber Charter School,2009-06-23T16:43:03Z,3,0,3,0,"Fall semester ArtReach classes are posted now! For more information about ArtReach activities available during the Fall Semester, please click on the ArtReach button under the Fine Arts section in Blackboard. If you have any questions, email amy.zachewicz@pacyber.org."
U.S. Environmental Protection Agency,2008-12-15T05:42:30Z,5,5,0,0,"Learn how a team of University of Virginia students made their dream of a floating wetlands classroom a reality with a little help from EPA's People Prosperity and the Planet (P3) program. Today, we'll be tweeting live from the launch of the Learning Barge. Follow us on twitter @EPAresearch."
Pendleton School District 16R,2009-07-14T21:04:18Z,2,1,1,0,It's Round-Up time! No school all week for students. Monday is a staff in-service/work day.
BART Charter Public School,2009-08-05T02:20:56Z,1,1,0,0,"is wondering if anyone saw this last Thursday, 9/10. Pass this link on to anyone who would like to know more about how BArT brings local professional artists into the school for an entire term – thus exposing students to art in a personal and high-impact way, as well as supporting the local arts community."
Enid Public Schools,2009-05-20T04:33:43Z,5,5,0,0,See the EHS Big Blue Band perform the state song OKLAHOMA during the Cherokee Strip Day Parade!
Delsea Regional High School,2008-05-11T20:34:02Z,4,1,3,0,Next Up Homecoming!
Fort Worth ISD,2009-02-03T02:52:21Z,1,0,1,0,"had hundreds of volunteers show up for the Prevail to Graduation walk on Saturday. Please share your comments, stories, reactions. The steady rain did not deter the enthusiasm or the determination of those who participated."
Clearfield High School,2009-01-21T23:25:16Z,4,4,0,0,thinks this was one of the best Homecoming weeks ever :) Thanks for the great memories Falcons!!
Cornerstone Academy,2009-04-10T14:26:34Z,1,0,1,0,Market Day orders are due by Tuesday 9/15. Please Log on to Giant Eagle.com and link your Giant Eagle card to the apples for students program. Our school code is apple5393.
Pace Center for Girls,2009-03-07T01:46:10Z,4,3,1,0,NA
Pace Center for Girls,2009-03-07T01:46:10Z,0,0,0,0,"PACE Center for Girls Broward invites you to say “Aaaah” Would you or someone you know like to take a break from weekend errands for a day of pampering and wellness… and support a cause like the PACE Center for Girls Broward? We invite you to attend the 2nd Annual “Spaaah Day” on Saturday, September 26 from 11:30 to 2:30 pm in the main lobby at the Broward Center Performing Arts Center."
San Diego Unified School District,2009-06-05T23:27:03Z,0,0,0,0,Members are the Heart of PTA
Growing Up Green Charter School,2009-08-28T16:08:33Z,2,2,0,0,Growing up Green's ribbon cutting ceremony to open the school's flower beds is Monday
Delsea Regional High School,2008-05-11T20:34:02Z,2,2,0,0,"Franklinville Day, Today At 9am Event Information: http://tinyurl.com/ljndvc:=:https://www.facebook.com/login/?next=http%3A%2F%2Fwww.facebook.com%2Fevents%2F101941386077%2F"
Arkadelphia Public Schools,2009-09-10T04:10:27Z,0,0,0,0,Information on H1N1 from the US Department of Health & Human Services
Arkadelphia Public Schools,2009-09-10T04:10:27Z,1,1,0,0,"Please invite friends associated with APSD to BECOME A FAN. Click the ""share"" button at the bottom of the fan page and post to your wall."
Clearfield High School,2009-01-21T23:25:16Z,1,0,1,0,is so excited for the Homecoming dance tonight!!!
Spring Hill School District,2009-08-13T05:02:30Z,0,0,0,0,"Spring Hill PTO Meeting,Monday, September 14 @ 6:00 p.m., Cafeteria"
Fort Worth ISD,2009-02-03T02:52:21Z,0,0,0,0,thanks everyone who participated in the Prevail to Graduation Walk today. We will be posting photographs here on the FaceBook page and on the District Web site.
Delsea Regional High School,2008-05-11T20:34:02Z,9,8,1,0,Delsea Football! Tonight At 7:00!
Pendleton School District 16R,2009-07-14T21:04:18Z,6,5,1,0,"Had a blast at the Buckbooster Tailgator last night, and the Bucks came away with a win! Great night!"
Toledo School for the Arts,2009-03-12T19:00:39Z,3,2,1,0,Congratulations to the cast of All Shook Up!! See the list here: http://docs.google.com/Doc?docid=0AWWIJaQiOsfdZGZrY3M2NWZfMTJndnNmaGRnZg&hl=en:=:https://docs.google.com/document/d/1v0pEGzJCERflKz7zmc26RO9Llrjj2ii0YeIEBH_YzIg/edit
Delsea Regional High School,2008-05-11T20:34:02Z,0,0,0,0,"Attention Attention Attention! Franklinville Day Has Been Canceled, and re-scheduled, for Sunday. At 9"
Fort Worth ISD,2009-02-03T02:52:21Z,0,0,0,0,Check out the new photo montage (set to music) on the Fort Worth ISD FaceBook page.
Bryan ISD,2009-06-18T16:28:31Z,18,13,5,0,"Congratulations to the Rudder Rangers football team for the first victory in school history tonight - a 21-19 victory over Brookshire-Royal. The game was delayed for 45 minutes by lightning, then played in a steady rain throughout the night."
Envision Education,2008-07-14T22:10:55Z,0,0,0,0,"CA's API is coming out next week. In addition to measuring student learning via tests, Envision challenges students to demonstrate college readiness with actual authentic student work."
Clearfield High School,2009-01-21T23:25:16Z,34,25,9,0,is SO GLAD WE BEAT ROY!!!! 27-6!!!!
Fort Worth ISD,2009-02-03T02:52:21Z,1,1,0,0,NA
Rock Island/Milan School District 41,2009-06-06T00:24:17Z,0,0,0,0,NA
Fort Worth ISD,2009-02-03T02:52:21Z,0,0,0,0,will spin Pinwheels for Peace.
Spring Hill School District,2009-08-13T05:02:30Z,4,1,3,0,Bear football @ Fouke tonight! Go Bears!!
Henry Ford Academy: Alameda School for Art + Design,2009-08-13T23:21:22Z,0,0,0,0,Students had a great experience on the field trip. Back to school on Monday at 8:00 am.
Albuquerque Public Schools,2009-08-26T18:49:10Z,0,0,0,0,"APS nurses like Kellie Griego of Coronado Elementary School are teaching students ways to prevent the spread of viruses including seasonal and H1N1 flu. Nurse Griego encourages frequent hand washing, and teaches children a song to sing while they are washing their hands (to the tune of ""If You're Happy and You Know It Clap Your Hands""): If you cough or you sneeze, wash your hands. If you cough or you sneeze, wash your hands. Use soap and warm water, cause you know you really ought to, If you cough or you sneeze, wash your hands. If you want to stay healthy, wash your hands. If you want to stay healthy, wash your hands. Use soap and warm water, casue you know you really ought to, If you want to stay healthy, wash your hands."
Clearfield High School,2009-01-21T23:25:16Z,14,4,10,0,"can't wait for tonight!!! Tailgate party, and then... THE HOMECOMING GAME!!! Let's beat down the Royals tonight!!!"
Delsea Regional High School,2008-05-11T20:34:02Z,0,0,0,0,"Due To Weather Conditions, Tonight's Football Game Has Been Canceled. It Has Been Rescheduled For Saturday At 7:00PM, As Of Now Franklinville Day Will Go On As Planed At 9am Trmw, Event Information: http://tinyurl.com/ljndvc:=:https://www.facebook.com/login/?next=http%3A%2F%2Fwww.facebook.com%2Fevents%2F101941386077%2F"
San Diego Unified School District,2009-06-05T23:27:03Z,0,0,0,0,Statement by Board President Shelia Jackson about the Resignation of Superintendent Terry Grier
Arkadelphia Public Schools,2009-09-10T04:10:27Z,0,0,0,0,Arkadelphia vs. LR Parkview at Badger Stadium - 7:30. Bring the whole family out to support our Badgers! Wear your BLUE!
Community Consolidated School District 46 - CCSD 46,2009-08-06T21:48:57Z,0,0,0,0,"The agenda for the Board of Education meeting on Wednesday, September 16th has been posted on the BOE webpage. The meeting will be held at 7:00 PM at Meadowview School in Grayslake."
Bethel Hill Charter School,2009-07-31T15:37:33Z,0,0,0,0,"congradulations to this weeks Relay for Life basket winner - Marie Martin. Thanks to the 2nd, 3rd, & 4th grader teachers and assistants for providing the basket & thanks to all who bought a ticket. Only one more basket to go. Next weeks basket will be donated by the 5th & 6th grader teachers, office staff and lunchroom staff. Tickets are $1.00 and can be purchased in the office."
Pendleton School District 16R,2009-07-14T21:04:18Z,0,0,0,0,See everybody at 5:30 at Round-Up stadium for the Buckaroo Booster Tailgator!
Community Consolidated School District 46 - CCSD 46,2009-08-06T21:48:57Z,0,0,0,0,UPDATE: Park Campus experienced a brief power outage this morning from approximately 10:45 AM-12:00 PM. The outage was due to a minor accident near Route 120 in Round Lake. Staff and students did a fantastic job of adjusting their schedules so everyone could eat in a timely manner.
Delsea Regional High School,2008-05-11T20:34:02Z,0,0,0,0,"Due To Weather Conditions, Tonight's Football Game Has Been Canceled. It Has Been Rescheduled For Saturday At 7:00PM."
U.S. Environmental Protection Agency,2008-12-15T05:42:30Z,8,7,1,0,How do you use less water? Share your thoughts in our blog today! http://blog.epa.gov/blog/2009/09/11/how-do-you-use-less-water/:=:https://www.epa.gov/perspectives/blog/2009/09/11/how-do-you-use-less-water/
Wauwatosa School District,2009-07-15T17:59:25Z,0,0,0,0,Fall may be just around the corner but it is not too early to start thinking about next year's youth baseball season. Tryouts are scheduled this month for youth baseball players. Check out the info on the district's website.
Springdale School District,2009-08-24T16:50:44Z,7,3,4,0,NA
Albuquerque Public Schools,2009-08-26T18:49:10Z,0,0,0,0,"The APS Parent Resource Guide is now available online. We encourage parents to look through the guide for answers to questions they might have about school registration, school meals, dress code, immunizations, transfers, testing, graduation requirements, school safety, calendars and much more."
Florida A&M University,2008-05-07T13:18:18Z,29,3,26,0,"ATTENTION RATTLERS: The Office of Student Financial Aid will be closed until 9 a.m. on Monday, for processing. BUT if you have an emergency, go to room 308 at the Foote-Hilyer Admin. Building for assistance."
Springdale School District,2009-08-24T16:50:44Z,0,0,0,0,"Don't forget! Radio is reversed tonight. If you can't get to either Har-Ber's game at Alma or Springdale's contest with Blytheville in Little Rock, you can hear the games on the radio. This week Har-Ber is on 92.1 FM and Springdale is on 96.9 FM."
New York City Department of Education,2009-04-02T18:23:36Z,10,9,1,0,Que chulo! Just released the 2009-2010 Family Guide in 10 languages - full of useful information. http://bit.ly/fguide:=:http://schools.nyc.gov/ParentsFamilies/NYCFamilyGuide.htm
Community Consolidated School District 46 - CCSD 46,2009-08-06T21:48:57Z,0,0,0,0,NOTICE: Park Campus is having power issues today due to an accident in the area. The school does have partial power and lunches will be served. PM Kindergarten will also be in session. Please also be aware that the phone system is also affected. Thank you for your understanding.
Community Consolidated School District 46 - CCSD 46,2009-08-06T21:48:57Z,1,1,0,0,"Sports schedules for Grayslake Middle School cross country, boys soccer and girls basketball have been posted on the GMS sports page. Schedules include driving instructions to away games as well as all game times and locations. Go Panthers!"
ASU-Mountain Home,2008-09-04T14:30:11Z,0,0,0,0,http://www.baxterbulletin.com/apps/pbcs.dll/article?AID=2009909100333:=:https://www.baxterbulletin.com/errors/404/
ASU-Mountain Home,2008-09-04T14:30:11Z,0,0,0,0,http://www.baxterbulletin.com/article/20090911/NEWS01/909110345&referrer=FRONTPAGECAROUSEL:=:https://www.baxterbulletin.com/errors/404/
Albuquerque Public Schools,2009-08-26T18:49:10Z,0,0,0,0,"Students at six APS middle schools are taking the challenge to bail one of Mayor Martin Chávez’s dogs out of “jail.” Between now and Sept. 30, Roosevelt, Jackson, Washington, Cleveland, Taylor and Polk middle schools will raise funds to bail out Dukes as part of the United Way of Central New Mexico’s annual campaign. The proceeds benefit the United Way’s general community fund and will be tallied as part of APS’ own campaign for United Way. To give to the campaign, contact the schools. Their contact information is available at www.aps.edu, then click on Schools."
Ridgefield School District,2009-08-18T18:02:58Z,0,0,0,0,Frosh Camp returns next Friday (9/18)! Tailgate Party open to ALL students at 5:30PM in the RHS parking lot. The first football game follows the tailgate with the dance after that!
Salem-Keizer Public Schools,2009-03-23T15:25:28Z,0,0,0,0,It's time to nominate those awesome SK staff for the Crystal Apple Award: http://www.skeducationfoundation.org/crystalapple/add:=:https://skeducationfoundation.org/crystalapple/add
"School District of Janesville, WI",2009-01-28T16:28:11Z,0,0,0,0,"As approved by Congress on December 18, 2001 (Public Law 107-89), September 11 of each year is ""Patriot Day."" Please take time today to remember the innocent Americans and people from around the world who lost their lives as a result of the terrorist attacks of September 11, 2001."
Palisades Charter High School,2009-08-05T17:35:12Z,3,0,3,0,"Ms. Meinen says: the Tutoring Program will begin Monday, September 14, 2009 in the Study Center, room J109. Free one-on-one and group tutoring are offered in most academic subjects. Volunteer and paid peer tutors will be available before school, nutrition, during lunch and after school. Tutoring appointments are recommended and walk-ins are always welcome."
Wauwatosa School District,2009-07-15T17:59:25Z,0,0,0,0,"Where in the World is EFW? Simply submit photos with you or someone you know wearing an EFW t-shirt from a past EFW Walk/Run. Photos will be divided into three categories: local, traveling t-shirts and most unique. Fabulous prizes will be awarded in each category. www.tosaefw.com."
Facing History and Ourselves,2008-04-29T21:00:52Z,6,6,0,0,NA
Wauwatosa School District,2009-07-15T17:59:25Z,0,0,0,0,"Don't forget, online Recreation Department online resident registration is tomorrow, Sept. 12 starting at 8 a.m. You can find more info on the recreation department's website at www.tosarec.com."
Duval County Public Schools,2009-05-21T17:55:27Z,2,1,1,0,"Join Duval County Public Schools on September 15 for a community information meeting about the boundaries for the district's new ""AAA"" high school."
Clearwater Schools USD # 264,2009-04-22T15:54:39Z,5,2,3,0,"Tonight's home HS football game will start off with a tailgating party sponsored by KSN. You can get a brat, chips and coke for only $2. The best part is - 100% of the proceeds go back to the school. KSN will be shooting live from 5-6, so come out and show some of your team spirit! Note: tonight's game theme is ""White Out"" - so wear your white t's!"
Toledo School for the Arts,2009-03-12T19:00:39Z,5,4,1,0,"Don't Miss It! Tuesday, September 15 at 7:00pm there will be a faculty recital by Rob Desmond. Percussion music in the Attic Theater!"
Spectrum Academy Charter School,2009-07-07T04:04:33Z,1,1,0,0,A big thank you to all of Spectrum Academy's volunteers for helping at the ScrapBook Expo this weekend!
Chapel Hill-Carrboro City Schools,2009-07-27T14:48:50Z,1,1,0,0,"For the fourth consecutive year, Target has awarded a $1,500 grant to the Chapel Hill-Carrboro City Schools School Reading Partners program. School Reading Partners is a volunteer program operated by the district's Volunteers and Partners Office. School Reading Partner volunteers are assigned to beginning readers in kindergarten through first grade. The grant will provide books to these new readers."
Florida A&M University,2008-05-07T13:18:18Z,18,18,0,0,"FAMU has scheduled a 9/11 Remembrance Ceremony for Friday, September 11, at 10 a.m. at the eternal flame on FAMU’s campus. The campus community and the general public are invited to attend."
Fort Worth ISD,2009-02-03T02:52:21Z,6,5,1,0,alumna Tamron Hall is seen these days on MSNBC -- but just a few years ago she was a student at Polytechnic High School. Read her profile on the Fort Worth ISD Web site.
Fort Worth ISD,2009-02-03T02:52:21Z,2,1,1,0,remembers the events of 9/11 with ceremonies at several schools this morning. All District flags will fly at half-staff today.
Henry Ford Academy: Alameda School for Art + Design,2009-08-13T23:21:22Z,0,0,0,0,Students will be viewing exhibits American Sabor: Latinos in U.S. Popular Music and Frida Kahlo: Through the Lens of Nikolas Muray at the Museo Alameda and then visiting UTSA - Downtown to visit with Prof. Norma E. Cantú and tour the campus.
BakerRipley,2009-01-21T21:41:21Z,0,0,0,0,"Free Healthy Living for Seniors Expo from Kelsey-Seybold Clinic http://www.kelsey-seybold.com/news/press_release_dtls.cfm?PRID=134:=:https://www.kelsey-seybold.com/news/press_release_dtls.cfm?PRID=134 60 + invited to celebrate 60 years at Kelsey-Seybold with breakfast, free screenings and information!"
Clearfield High School,2009-01-21T23:25:16Z,5,3,2,0,had an awesome time at SPLAT!!! Homecoming week is way too much fun!!
Laura Ingalls Wilder Elementary PTA,2009-02-04T19:51:08Z,1,0,1,0,Thanks for everyone who helped make our Open House such a huge success!
Facebook,2007-11-07T22:51:32Z,5654,4940,705,5,"Now you can filter your friends by the city they live in. When you're visiting a different place, you can see which of them are in town to hang out: http://bit.ly/20joE.:=:https://www.facebook.com/friends/?filter=bfp"
Spring Hill School District,2009-08-13T05:02:30Z,2,0,2,0,"2009-2010 Yearbooks are now on sale! Early Bear Special - $30 - Order by October 1st! (posted for Mrs. Britt, Yearbook Sponsor - 870.722.7437)"
Spring Hill School District,2009-08-13T05:02:30Z,0,0,0,0,"Senior Parents/Grandparents/Families/Friends - Senior pages are now on sale for the 2009-2010 Yearbook. Forms went out this week. Order by October 1st and get a better deal. For more details, call Mrs. Britt at 870.722.7437."
Spring Hill School District,2009-08-13T05:02:30Z,0,0,0,0,"Jr. High & Sr. High FBLA dues and t-shirt money are due by tomorrow - Friday, September 11th. Dues are $13; T-shirts are $12. (Posted for Mrs. Glass)"
Spring Hill School District,2009-08-13T05:02:30Z,0,0,0,0,Jr high game at home tonight! GO BEARS!
State of Delaware - Government,2009-02-27T02:46:45Z,0,0,0,0,DEDO to Offer FREE Collections Training Program
Fort Worth ISD,2009-02-03T02:52:21Z,2,1,1,0,will hold remembrance ceremonies at several schools tomorrow on the anniversary of 9/11. All District flags will fly at half-staff.
Fort Worth ISD,2009-02-03T02:52:21Z,0,0,0,0,Board of Educations Trustees will meet tonight with members of the Benbrook City Council at Benbrook Elementary School.
Delsea Regional High School,2008-05-11T20:34:02Z,0,0,0,0,Facebook Group Has A New Email & Texting Number See Info Page For Details
University of Arkansas Community College at Morrilton,2008-06-24T13:01:33Z,0,0,0,0,LOOK: Updated attendance policy here: http://thecampuslink.blogspot.com/2009/09/feeling-sick-stopand-read-this.html
Adlai E. Stevenson High School,2009-06-15T20:22:00Z,0,0,0,0,The weather forecast looks good for the free Outdoor Movie Night on Saturday. Hope you can make it.
Adlai E. Stevenson High School,2009-06-15T20:22:00Z,0,0,0,0,NA
University of Arkansas Community College at Morrilton,2008-06-24T13:01:33Z,0,0,0,0,"Raffles, races, and who needs an extra job?"
New York City Department of Education,2009-04-02T18:23:36Z,3,2,1,0,"Have a back to school story you'd like to share? Email a photo with your story to MyStory@schools.nyc.gov. NOTE: Photos of students require a signed media consent form (below), which can be emailed or sent via fax: 212.374.5584"
Royal Oak Schools,2009-04-23T20:13:30Z,1,1,0,0,Video Production Class - Geared to Help Parents Videotape Their Children’s Events: http://www.royaloakschools.com/portal/node/19944
Florida A&M University,2008-05-07T13:18:18Z,30,29,1,0,"FAMU has scheduled a 9/11 Remembrance Ceremony for Friday, September 11, at 10 a.m. at the eternal flame on FAMU’s campus. The campus community and the general public are invited to attend."
Florida A&M University,2008-05-07T13:18:18Z,7,7,0,0,NA
Georgia Department of Education,2009-05-07T19:50:06Z,0,0,0,0,"Here are some pictures from ""launch"" event at Kennesaw Mountain High School in Cobb County. Thanks to everyone who turned out and helped us unveil these new resources for Georgia's oustanding educators"
University of Arkansas Community College at Morrilton,2008-06-24T13:01:33Z,0,0,0,0,new blog posts here: http://thecampuslink.blogspot.com/
Most Teens Don't,2009-06-11T18:00:50Z,0,0,0,0,"Most Teens Don't Ambassadors: Our next meeting will be October 6, 2009 from 8:15 to 1:45 at the Career Center at the Intermediate School District (ISD). Let us know if you can make it. :) Hope your start to school has been going great!!!"
Florida A&M University,2008-05-07T13:18:18Z,25,18,7,0,NA
Florida A&M University,2008-05-07T13:18:18Z,6,6,0,0,NA
Ridgefield School District,2009-08-18T18:02:58Z,1,1,0,0,"CPR Training 9/16 from 6-9PM. $35 for staff, $40 for non-staff. Call Terri Cochran @ 360-619-1303 or email terri.cochran@ridge.k12.wa.us."
Albuquerque Public Schools,2009-08-26T18:49:10Z,0,0,0,0,"Albuquerque Public Schools kicked off construction of nex+gen Academy – an innovative, high-tech magnet high school – during a groundbreaking ceremony at Monday, Aug. 17, just east of Del Norte High School. Sen. Jeff Bingaman, APS Superintendent Winston Brooks and Michael DeWitte, senior manager/engineer for Sandia National Laboratories, joined APS Board of Education members, administrators, teachers, parents and students in celebrating a revolutionary approach to education. Though nex+gen Academy is located on the Del Norte campus, it is an independent magnet school that will have no attendance boundaries. The school is scheduled to open with about 200 freshmen and sophomores in the fall of 2010. Eventually it will have about 450 students. Students will be selected through a lottery system. Enrollment is scheduled to begin in the spring."
Newport News Public Schools,2009-03-25T13:10:32Z,0,0,0,0,"The first day of the school year was rainy, but it didn't dampen spirits at Newport News Public Schools. School Superintendent Ashby Kilgore, School Board Chairman Teddy Hicks, School Board Member Mike Wagner, and administrators helped welcome students at several schools."
Albuquerque Public Schools,2009-08-26T18:49:10Z,0,0,0,0,Check out the new blog for Albuquerque Public Schools nex+gen Academy at https://sites.google.com/a/nexgen.nthls.com/nex-gen-academy-blog/.:=:https://sites.google.com/a/nexgen.nthls.com/nex-gen-academy-blog/ Watch a short video about the magnet school at http://www.apsfacilities.org/movies/nexgen.php. And take a look at pictures from the school's groundbreaking in the Photos section.
Newport News Public Schools,2009-03-25T13:10:32Z,0,0,0,0,"Denbigh Early Childhood Center opens in former Reservoir Middle School. School's in session, and it's a day of many ""firsts."""
Cornerstone Academy,2009-04-10T14:26:34Z,0,0,0,0,PTO meeting tonight!!!! Hope to see all of you there. We are wrapping up the fall fundraiser so if you haven't sent it in please do so asap. Bookfair starts next week. The kids are all so excited :)
Bethel Hill Charter School,2009-07-31T15:37:33Z,1,1,0,0,"the book fair starts today. It will be open each day from 8:00 - 3:30. The book fair will be open until Wednesday, Sept. 16th at 3:30. Come by our library and ""check it out""."
Pendleton School District 16R,2009-07-14T21:04:18Z,0,0,0,0,"PHS Girls Soccer vs La Grande at Grecian Heights Park starting at 3:00, Boys Soccer vs La Grande at Blue Mt. CC starting at 3:00 and Volleyball vs. La Grande on Warberg Court and in the Gold Gym starting at 5:15. Come out and help us cheer!"
Ridgefield School District,2009-08-18T18:02:58Z,0,0,0,0,Newly striped and protected parking lots at RHS and SR. Chip seal was added to prevent deterioration and new stripes to make spots visible!
